ID	Year	Mon	Res	solids	NTU	org/ml	MPN/100ml	MPN/100ml	LosR	Silica	Ca	Mg	Ca+Mg	NO3	NO3 (USGS)	Cl2	Na	SO4	K	pH	Alk	Hard	Nhard	C USGSTemp	F USGS	Temp	MD Precip inch/mon	MD Temp F
	1973	6	154						6.7	5.6	28	5.3	33.3	1.47		9.2		26	2.2	7.8	68	93	25			68	3.74	72.9
	1973	7	196						8.3	4.8	34	7.4	41.4	1.24		14.9		31	2.5	8.2	80	115	35			68	2.9	75.1
	1973	8	212						15	3.2	35	8.1	43.1	1.3				49	1.8	7.8	84	124	46			78	4.95	75.1
	1973	9	211						132	4.2	38	7.5	45.5	1.55				39	2.4	8.3	88	127	39			80	3.53	68.7
	1973	10	221						12.1	3.6	43	8.4	51.4	1.79		13.1		43	1.4	7.9	94	144	50			69	2.92	57.9
	1973	11	176						7.4	5.4	33	6.7	39.7			8.4		31	1.05	7.8	83	112	29			55	1.57	47.1
	1973	12	149						7	5	29	5.4	34.4	1.33		22		28	1	7.8	61	92	31			47	5.71	37.3
	1974	1	134							7.4	24	5	29	1.66		10		25	0.6	7.7	51	80	29			46	3.68	38.5
	1974	2	161							5.4	35	6.4	41.4	1.72		12.1		41	0.5	8.2	79	116	37			47	1.51	34
	1974	3	133							1.6	30	5.9	35.9	1.41		13.5		18	0.6	8.5	65	101	36			53	4.27	44.8
	1974	4	125							3.6	24	4.6	28.6	1.32		6.8		15	1	7.8	56	81	25			59	2.64	54.6
	1974	5	147							2.7	34	5.1	39.1	1.35		8.2		15	1.1	8.2	74	102	28			72	4.41	61.5
	1974	6	148							3.3	31	4.2	35.2	1.29		7.1		20	1.1	8	63	95	32			77	4.46	67.5
	1974	7	158							3	33	5.7	38.7	1.08		10.7		28	1.2	8.2	68	108	40			84	1.74	74.2
	1974	8	204							1.5	35	7.9	42.9	0.19		17.2		38	0.9	7.8	72	120	48			85	4.71	73.4
	1974	9	201							1.4	42	5.8	47.8	0.95		16.8		28	2.1	8.4	90	131	41			78	4.76	65.4
	1974	10	248								55	7.4	62.4	0.68		24		42	1.6	8.6	112	168	56			62	1.3	52.8
	1974	11	245							1.4	54	7.5	61.5	0.65		20.6		35	1.1	8.3	109	165	56			56	1.58	45.6
	1974	12	165							5.3	32	5.2	37.2	1.75		11.7		15	1.2	7.8	56	93	42			46	5.34	38.1
	1975	1								4.3	29	3.8	32.8	1.67		26.8		15	1.4	7.7	47	88	41			45	4.16	36.7
	1975	2								3.9	29	3.8	32.8	1.18		20.2		14	1.12	7.8	48	91	43			46	2.74	36
	1975	3	108							3.9	29	4.7	33.7	1.52		14		11	1	7.8	51	92	41			51	5.32	41
	1975	4	131							2.2	32	5.1	37.1	1.48		12.7		11	0.85	8.1	60	102	42			59	3.18	47.6
	1975	5	124							4.3	28	3.6	31.6	1.31		11.9		11	0.9	7.8	56	86	36			70	4.59	64.4
	1975	6	156							5.6	32	5.7	37.7	1.06		13.1		10	1.6	8	65	103	38			79	5.24	70.7
	1975	7	173							4.7	34	6.3	40.3	1.62		12		13	1.9	7.9	73	111	38			82	6.93	73.8
	1975	8	213							2.6	41	8	49	1.13		13.9		22		8.2	93	137	44			85	4.04	75.2
	1975	9	185							4.2	36	6.1	42.1	1.56		9.8		20		7.8	73	116	43			74	9.18	64.1
	1975	10	152							6.8	32	5.3	37.3	1.97		9.8		12		7.8	63	101	38			65	3.41	58.8
	1975	11	152							4.6	33	7	40	1.91		10.3		12		8	69	108	39			58	2.57	49.7
	1975	12	154							2.2	34	6.9	40.9	2.05		11		13		8.3	70	113	43			74	3.05	36.2
	1976	1	130							6.2	25	5.8	30.8	2.18		10.8		12		7.6	53	91				40	4.96	29.5
	1976	2	140							5.2	28	5.9	33.9	1.87		10.4		14		7.8	53	93				47	1.62	42.1
	1976	3	136							2.6	31	5.6	36.6	1.58		13.3		16		8.3	57	101				55	2.4	46.8
	1976	4	134							3.2	32	5.4	37.4	1.47		11.2		15	2.3	8.1	59	102				64	1.66	54.7
	1976	5	177							1.2	40	6.6	46.6	0.91		14.4		21		8.4	73	129				71	4.15	60.5
	1976	6	178							3.8	39	5.6	44.6	1.1		12.8		18		7.9	75	119				81	2.74	72.3
	1976	7	192							3.7	36	6.4	42.4	1.02		15.5		19	2.63	8.2	80	117				83	4.05	73
	1976	8	204							1.8	41	5.2	46.2	0.53		16.9		25	3.05	8	79	124				84	3.58	71.5
	1976	9	255							1.6	46	8.6	54.6	0.71		20.2		36	3.1	7.9	92	146				77	4.84	65.3
	1976	10	136							5.6	33	6.2	39.2	1.18		9.2		16	2.04	7.6	59	107				63	8.05	51.4
	1976	11	149							4.3	37	5.3	42.3	1.58		11		20	1.65	7.8	71	116				51	1.04	39.3
	1976	12	169							2.2	38	6.1	44.1	1.7		12.5		24	1.2	8	67	117				42	2.29	31.3
	1977	1	156							1.8	46	8.6	54.6	2.19		16.5		34	1.1	8.3	89	148				38	1.87	21.2
	1977	2	176							2.1	43	8.5	51.5	1.62		16.4		39	1.8	8.2	76	142				41	1.03	34.1
	1977	3	122							4.5	25	5.6	30.6	1.18		11.4		20	2.4	7.5	38	82				53	3.65	48.1
	1977	4	136							3.4	29	5.1	34.1	1.1		10		22	2.1	7.9	55	93				64	3.17	55.4
	1977	5	191							1.2	40	7.8	47.8	0.76		13.6		33	2.2	8.3	85	132				76	1.95	64.8
	1977	6	236							2.2	50	8.3	58.3	0.41		19.9		42	2.6	8.2	93	157				79	3.65	68.5
	1977	7	224							1.3	40	8.9	48.9	0.21		23.9		49	3.2	7.8	75	138				87	3.25	76.3
	1977	8	236							1.8	42	7.9	49.9	0.22		24.6		48	3.2	7.9	82	139				85	3.65	75
	1977	9	303							1.4	50	11.3	61.3	0.15		30.9		61	3.4	7.8	88	167				77	2.39	69.4
	1977	10	317							2.6	58	9.4	67.4	0.32		31		23	3.1	8.1	103	184				64	4.69	53.8
	1977	11	179							6.3	42	9.2	51.2	0.56		15.3		39	2.1	7.6	68	136				58	5.04	47.2
	1977	12	140							6.2	33	6.3	39.3	1.72		13.2		26	2.3	7.5	47	106				45	5.76	34
	1978	1	210							6	34	6.2	40.2	1.26		16.7		16		7.3	51	106		0	32	41	7.11	27.5
	1978	2	282							1.8	38	4.4	42.4	2.43		12.3		17		7.6	66	115				42	0.95	24.4
	1978	3	173							2.4	33	3.3	36.3	2.21		15.2		16	2.6	7.7	55	94		0.5	32.9	50	4.71	39.2
	1978	4	165							3.1	36	3.2	39.2	1.93		11.7		25	1.5	8	60	103		14	57.2	63	2.25	51.8
	1978	5	171							4.9	34	3.4	37.4	1.3		11.9		23	1.5	7.7	54	100				66	6.07	60.4
	1978	6	201							2.3	45	3.6	48.6	0.83		13.4		21	1.6	8.2	84	126				80	3.25	70.4
	1978	7	193							5.2	44	4.1	48.1	1.4		14.5		29	3	7.9	76	130				80	5.15	73.1
	1978	8	219							5	41	3.9	44.9	0.33		14.2		25	2.4	7.8	77	116				83	5.17	76.2
	1978	9	261							3.5	42	8.5	50.5	0.49		15.1		31	2.8	7.6	98	147				79	1.44	67.6
	1978	10	273							1.6	52	11	63	0.75		25.6		62	2.9	8.5	117	179		17	62.5	70	1.45	54.2
	1978	11	288							2.4	55	11	66	0.65		31		62	3.1	8.2	123	186		12.5	54.5	55	3.21	47
	1978	12	212							6.9	32	3	35	0.85		15.4		31	4.5	7.8	62	95		3.5	38.3	46	4.72	38
	1979	1	170							6.3	24	5	29	1.82		19.3		21	1.6	7.7	38	75		1	33.8	39	7.39	30.7
	1979	2	183							7.5	29	7	36	2.14		12.2		22	2.6	7.6	57	95		3	37.4	37	5.86	23.4
	1979	3	176							8	23	6	29	1.81	1.59	12.6		21	1.8	7.5	42	79		8.5	47.3	51	3	45.7
	1979	4	180							6.8	25	6	31	1.57		11.7		20	1.6	7.6	45	87		18	64.4	59	3.22	51.3
	1979	5	158							5.1	29	7	36	1.35		12.4		23	1.9	7.8	55	93		22	71.6	71	4.41	62.9
	1979	6	227							9.9	31	6	37	0.86	1.28	11.8		49	2.4	7.9	64	104		21	69.8	75	4.03	67.7
	1979	7	189							4.4	40	7	47	1.76	0.4	15.2		55	2.3	7.7	83	131		29	84.2	81	4.77	73.1
	1979	8	210							12.4	36	7	43	1.61	0.44	16.6		37	3.8	7	73	120		24.5	76.1	81	6.87	73.3
	1979	9	274							8.5	33	7	40	1.22	0.911	11.5		32	2.5	7	51	109		23.9	75	74	7.77	66.8
	1979	10	224							13.4	27	3	30	1.51	1.29	11.8		26	2.8	7	34	99		11.7	53	62	5.36	54.6
	1979	11	169							8.5	30	5	35	1.02	1.1	13		31	2	7.3	58	102		14	57.2	56	3.63	49.1
	1979	12	167							5.5	31	6	37	1.53	1.39	14.3		22	1.8	7.7	62	95		7.1	44.8	45	1.49	38.5
	1980	1	151							6.8	29			1.4	1.49	15.2		22	1.6	7.4	56			2.3	36.1	42	2.61	32.4
	1980	2	174							3.4	37			2.62	1.89	18		25	1.6	8.1	75			2	35.6	42	1.11	29.8
	1980	3	149							15	27			1.6	1.358	18		30	1.9	7.5	45			8.3	47	46	5.58	40.2
	1980	4	129								25			1.08	1.386	12		19	1.8	7.1	49			10	50	58	4.56	53.5
	1980	5	145							10	28	6	34	1.48	1.01	13.4		22	2.1	7.3	55	95		14.8	58.6	68	3.7	64
	1980	6	190							11	34	6	40	1.32	0.843	15.3		33	2.4	7.4	67	111		25	77.1	76	3.12	68.6
	1980	7	212							12	38	5	43	1.26	0.517	15.2		42	2.6	7.5	76	113		28.4	83.1	85	4.02	76.4
	1980	8	250							6.4	40	6	46	0.45	0.388	24		46	2.8	7.6	74	131		27.6	81.7	88	2.82	76.2
	1980	9	274							6.1	44	11	55	0.7	0.605	19.2		45	2.8	7.8	90	152		24.4	75.9	86	2.27	70.3
	1980	10	304							3.5	54	14	68	0.73	0.84	27.9			2.8	7.9	106	194		10.5	50.9	64	3.82	54
	1980	11	310							2	57	11	68	0.81		33.1		64	3.2	7.6	102	189				54	3.09	42.5
	1980	12	202							5	40	8	48	2.1	1.34	17.8		43	2.5	7.6	78	128		2.9	37.2	45	0.87	34.6
	1981	1	198								53	9	62	1.44	1.668	28.7		63	2.8	8.1	105	177		1.4	34.5	39	0.53	26.8
	1981	2	225							1.2	37	7	44	1.3	1.879	16.3		37	4.9	7.3	59	122		5.1	41.1	44	4.12	37.5
	1981	3	108							4	30	6	36		1.938			25	2.2	7.2	53	100		7.6	45.7	50	1.65	40.5
	1981	4	152							1.8	28	6	34		0.981	5.9			2.4	7.3	53	98		14.5	58	63	3.92	56
	1981	5	133							4.3	27	6	33	1.8	1.67	6.6		25	2.6	7.1	52	94		19.6	67.2	68	4.63	60.9
	1981	6	183							5.9	30	5	35	1.36	1.02	9.3		38	2.8	7.1	50	99		24.6	76.3	78	4.85	72.5
	1981	7	212							7	38	7	45	1.86	0.735	13.5		32	2.5	7.4	82	130		28	82.4	82	4.35	74.9
	1981	8	239							1	41	10	51	1.4	0.235	20		34	3.3	8.1	89	142		26.7	80.1	80	2.73	71.6
	1981	9	279							2	46	9	55	0.4	0.665	20.4		54	3.8	7.9	95	157		23.3	73.9	74	3.24	65.6
	1981	10	286							6	53	11	64	1.06		28.1		61	3.2	7.7	83	178				61	3.11	53
	1981	11	153							3.8	44	9	53	2.01		18.1		40	3.3	7.5	52	154				52	0.71	45.3
	1981	12	154							1.1	43	11	54	1.42		23		50	2.6	7.5	63	154	4			43	3.3	33.7
	1982	1	145							2	37	8	45	1.77		17.2		41	3.2	7.1	65	122		0		41	3.56	25.5
	1982	2	263							5.5	29	8	37	2.2				42	2.9	7.3	46	103				45	3.53	34.8
	1982	3	162							5.9	31	7	38	1.8		13		47	1.8	7.6	49	107		8	46.4	50	3.16	42.1
	1982	4	176							0.8	28	7	35	1.51		14.3		70	2.1	8	49	95				59	4.24	49.9
	1982	5	194							0.9	34	8	42	0.97		19.1		61	1.8	8.3	49	119		19	66.2	73	2.84	64.9
	1982	6	222							2.3	30	6	36	2.23		12.4		30	2.9	7.9	67	101				78	5.51	68.5
	1982	7	195							2.6	40	10	50	1.22		13.1		34	2.1	8.2	50	141		29	84.2	84	3.98	75.3
	1982	8	253							5.7	54	14	68	0.55		13.7		34	2.9	8.2	72	146				81	2.15	71
	1982	9	321							2.5	47	11	58	1.14		24		59	2.9	8	76	156		20.5	68.9	76	2.79	66
	1982	10	261							2.6	57	10	67	0.89		24.3		66	3	8.2	80	179				68	2.01	56.1
	1982	11	290							1.2	53	10	63	1.3		25.1		45	3.2	8.2	86	170				57	3.93	48.1
	1982	12	183							2.3	40	8	48	1.69		19.5		38	3.4	8.1	75	133		9.5	49.1	51	2.36	42.2
	1983	1	202								37	7	44	1.68		18.7		37	2.1	8	49	116				44	1.99	33.7
	1983	2	193								36	5	41	1.83		21.7		32	2.4	7.8	44	86		2.5	36.5	44	2.99	34.5
	1983	3	203								21	5	26	2.4		13.1		30	2	7.5	40	73				51	5.99	44.8
	1983	4	174								24	3	27	1.3		11.8		30	1.8	7.5	42	71		8	46.4	58	7.47	50.2
	1983	5	142							9.7	36	2	38	2.13		10.1		22	1.8	7.7	56	99		15	59	70	5.6	60.6
	1983	6	236							7.9	33	7	40	1.82		17.2		24	1.7	7.9	69	110				79	4.44	70.8
	1983	7	220							6.5	39	13	52	2.1		21.8		40	2.8	8	89	150		28	82.4	85	1.35	76.5
	1983	8	275							5.8	41	13	54	1.38		27.9		57	2.8	7.9	94	155				85	2.76	76.1
	1983	9	190							4.6	47	13	60	1.72		28.7		68	3.1	8.1	109	169		23	73.4	77	3	67.9
	1983	10	243							6.5	50	10	60	1.72		25.6		67	3.1	8.2	108	148				70	4.67	56.5
	1983	11	267							5.9	35	10	45	1.44		10.6		44	3	8	74	127		8	46.4	55	5.31	46.7
	1983	12	178							7.4	23	9	32	2.97		10.3		26	2.5	7.7	47	93				46	6.35	32.8
	1984	1	217							8.9	35	9	44	3.44		16.2		32	2.6	8	71	123		2	35.6	39	2.14	27.9
	1984	2	168							9.1	25	7	32	2.86		13.7		24	2.9	7.7	48	92		7	44.6	46	4.43	39.9
	1984	3	158							7.9	27	7	34	3.06		12.8		26	2.1	7.9	53	96		7	44.6	48	6.43	37.7
	1984	4	207							8.3	25	6	31	1.87		8.1		23	2	7.8	54	88				57	4.47	50.9
	1984	5	206							9.1	31	7	38	2.02		10.3		22	1.9	8.1	66	109		14	57.2	71	5.99	61.5
	1984	6	242							4.1	41	9	50	1.42		24.6		32	2.2	8.3	93	139				81	2.54	72.3
	1984	7	237							4	42	11	53	2.06		19.6		27	4.4	8.2	39	149				85	5.32	73.3
	1984	8	209							3.9	36	7	43	1.11		12.3		27	2.7	7.8	76	120				83	4.31	74.5
	1984	9	234							3.2	46	11	57	1.46		16.5		39	2.8	8.1	99	161		23	73.4	76	1.57	64.4
	1984	10	284							1.7	53	11	64	2.09		19.6		51	2.9	8.2	109	177				67	3.21	61.6
	1984	11	215							2.4	49	9	58	2.41		21.2		48	3.5	8	96	158		8	46.4	55	3.43	43.4
	1984	12	197							4.1	32	8	40	2.37		13.5		26	2.7	8	65	118				50	1.94	43.6
	1985	1	374							3.2	35	8	43	3.09		14		32	2	8.2	75	119		3	37.4	43	2.4	27.9
	1985	2	408							6.8	30	8	38	1.6		18.3		32	3.2	7.8	61	107				43	3.15	34.8
	1985	3	355							6.6	29	6	35	3.44		10.7		44	1.73	7.9	57	100		9	48.2	54	2.54	45.2
	1985	4	320							3	30	6	36	1.76		11.2		28	1.8	8	61	99				66	0.69	56.8
	1985	5	400							1.8	32	7	39	1.82		11.4		46	2.2	7.6	69	107		17	62.6	73	5.21	64.3
	1985	6	438							3.2	33	9	42	1.36		11.4		32	2.28	7.7	67	112				77	2.95	69
	1985	7	430							1.6	33	8	41	0.8	0.09	15.5		47	2.6	7.6	68	116		28	82.4	84	4.37	74.5
	1985	8	543							2	36	9	45	1.38		23.3		67	3.2	7.6	75	131				84	4.85	72.9
	1985	9	596							2.8	43	10	53	2.18	1.04	23		52	3.09	7.9	86	130		28	82.4	79	4.79	67.7
	1985	10	612							1.6	48	12	60	1.04		30.6		58	3.75	7.9	91	161				68	3.34	58.6
	1985	11	336							6.2	32	12	44	1.67	1.08	8.2		34	3.05	7.6	56	111		13.7	56.6	58	5.85	51.6
	1985	12	282							4.2	34	8	42	1.8		10.2		39	2.37	7.7	59	120				45	1.24	33.1
	1986	1	206							2.4	44	9	53	2.32	1.935	16.8		49	2.01	8	83	115		1.5	34.7	42	2.83	33.3
	1986	2	206							3.6	30	9	39	2.1		22		30	2.1	7.7	54	115				43	3.81	33.8
	1986	3	278							3.4	31	7	38	3.21	1.821	19		28	1.79	7.7	57	108		5	41	51	1.59	44.8
	1986	4	175							3.5	31	8	39	1.26		12.6		27	2.1	8.2	61	114				61	2.5	53.9
	1986	5	248							3.7	36	8	44	1.02	0.604	12.7		31	1.3	8	76	124		21	69.8	73	1.42	65.2
	1986	6	232							2.2	35	8	43	0.96		14.8		34	2.25	7.8	76	121					1.86	72.7
	1986	7	238							1.9	36	9	45	0.61	0.189	20.8		49	3.02	7.4	68	129		26	78.8	85	3.24	77.8
	1986	8	276							1.4	33	11	44	0.29		26.8		67	3.14	7.4	68	129				81	4.94	72.3
	1986	9	319							2.4	48	10	58	0.63	0.391	26		92	3.45	7.9	90	166		23	73.4	74	1.07	67.9
	1986	10	318							2.7	54	12	66	0.84		28.8		114	3.39	7.9	99	186				65	2.62	58
	1986	11	298							0.7	51	10	61	1.13	0.677	22.4		77	3.2	7.9	89	171		14	57.2	52	5.09	44.6
	1986	12	172							1.6	34	7	41	1.98		16.5		41	3.25	7.7	63	115				46	5.76	37.6
	1987	1	239							3.8	30	8	38	2.41	2.0915	18.9		38	2.19	7.8	62	109		3	37.4	36	5.37	31.3
	1987	2	176							2.9	32	7	39	2.47		20.8		32	2.41	7.9	55	114				44	1.81	32.8
	1987	3	184							2.3	30	6	36	1.82	1.881	14.6		34	2.48	7.8	60	102		7	44.6	59	2.32	44.6
	1987	4	205							3.2	26	5	31	1.4		10.2		26	2.05	7.5	51	87				69	3.44	51.5
	1987	5	189							4.4	29	6	35	1.32	0.9615	10.1		26	1.8	7.6	61	100		20	68	80	3.45	64.1
	1987	6	161							3.6	36	8	44	1.4		14.5		31	2.2	7.7	81	126				80	2.96	73.4
	1987	7	228							4.2	37	7	44	1.51	1.57	19.5		40	4.76	7.6	79	129		26	78.8	83	3.12	78.4
	1987	8	310							2.5	43	11	54	1.1		26.5		63	3.5	7.7	95	156				80	1.51	74.8
	1987	9	220							2.9	41	9	50	1.44	0.914	24.3		54	3.42	7.7	81	144		23	73.4	72	6.13	68.2
	1987	10	238							3.4	43	10	53	1.3		19.8		44	3.03	8.1	93	150				56	2.28	51.1
	1987	11	245							5	41	9	50	1.42	0.837	23		38	3.44	7.9	82	142		12	53.6	50	3.76	47.4
	1987	12	180							4.8	30	7	37	2.41	1.68	12.1		24	2.62	7.6	58	106		0		45	2.72	38.5
	1988	1	183								29	8	37	2.27	1.68	13.2		26	3.7	7.6	61	110		0		36	3.06	27.9
	1988	2	173							8.2	26	8	34	2.56		17.2		24	2.13	7.7	55	99				40	3.3	34.7
	1988	3	136							6.6	28	7	35	2.12	1.782	15.1		27	2.42	8	62	102		6	42.8	50	2.54	44
	1988	4	158							3.9	27	9	36	1.54		12.7		28	2.07	7.7	58	96				59	2.88	51.1
	1988	5	178							7.5	24	6	30	1.24	0.9145	9.6		26	2.03	7.6	52	87		16	60.8	63	5.84	62.4
	1988	6	198							5.2	35	7	42	1.94		16.8		32	2.3	7.8	83	119				76	0.84	71.1
	1988	7	245							8.2	39	9	48	0.94	0.85	25.2		58	2.81	7.6	90	133		29	84.2	82	4.93	77.9
	1988	8	275							7.7	39	10	49	1.36		28.6		55	3.88	7.8	97	147				83	3.93	77
	1988	9	275							5.8	44	9	53	0.49		27.9		58	4.05	8.1	95	151		23	73.4	72	2.89	65.1
	1988	10	318							2.5	50	11	61	0.74		28.7		79	3.65	8.3	104	173				58	2.08	50.4
	1988	11	272							1.6	50	10	60	2.09	0.862	28.8		68	3.8	8.1	93	155		10	50	51	4.85	46.1
	1988	12	226							1.7	39	8	47	1.54		21.7		46	2.95	8.3	84	134				41	1.07	35.4
	1989	1	221							2.4	31	7	38	2.01	0.9655	30.5		41	2.97	7.9	61	107		2	35.6	41	2.84	37
	1989	2	205							3.4	32	8	40	2.13		22.7		35	2.42	8	63	119				43	3.26	34.7
	1989	3	170							5.4	26	7	33	2.37	1.59	16.2		29	2.5	7.7	49	99		7	44.6	47	5.21	42.6
	1989	4	167							5.5	28	7	35	1.83		14.1		27	2.15	7.8	62	99				58	3.41	51.1
	1989	5	187							8	24	6	30	1.44	0.9605	9.3		25	2.12	7.6	54	88		15	59	62	7.62	61
	1989	6	173							9.6	29	6	35	2.11	1.4815	22.4		26	2.3	7.6	68	100		25	77	75	6.86	73
	1989	7	227							9.1	32	7	39	2.27		13.3		26	3.07	7.7	69	114				78	6.55	74.9
	1989	8	254							5.3	36	9	45	2		12.7		32	2.67	8	86	128				78	2.76	73.1
	1989	9	273							3	38	10	48	1.58	1.494	14.5		19	2.48	8	96	137		23	73.4	73	4.41	67.4
	1989	10	233							3.8	35	8	43	1.3	1.395	11.8		36	4.04	7.9	81	124		15	59	61	4.64	57.2
	1989	11	164							3.7	32	7	39	1.68		11.2		32	2.89	7.9	73	113				51	2.71	44.7
	1989	12	216							1.8	35	9	44	1.76		20.9		32	2.22	8.6	82	128				37	1.66	24.5
	1990	1	179							3.6	30	9	39	1.44	1.787	14.8		30	4.5	7.9	63	113		5.5	41.9	40	4.1	40.4
	1990	2	260							5.9	28	6	34	2.28		14.4		31	3.04	7.8	55	98				46	2.09	41.8
	1990	3	202							1.1	34	8	42	2	1.4855	17.4		33	2.56	8.5	75	120		9	48.2	53	2.72	46.6
	1990	4	147							3.8	27	8	35	1.86		12.2		22	2.21	7.8	65	99				57	3.91	53.3
	1990	5	161							7.5	28	7	35	2.32	0.7295	14.3		26	2.56	7.6	64	99		18	64.4	65	6.84	60.7
	1990	6	203							9.1	29	7	36	2.09	0.689	13.9		29	2.6	7.8	70	103		24	75.2	73	2.64	71.1
	1990	7	269							7.5	33	8	41	2.33		23.6		25	2.9	7.6	77	118				77	4.91	75.6
	1990	8	246							8.3	32	9	41	2.19		15.9		43	3.1	7.8	79	118				77	5.89	72.9
	1990	9	216							7.6	41	8	49	1.78	1.492	16		44	3.49	8	95	141		26	78.8	72	2.11	65.6
	1990	10	220							4.7	34	7	41	1.16		10.3		19	3.5	7.8	79	119		15	59	63	4.54	59.3
	1990	11	170							7.9	35	7	42	2.72		16.6		32	2.63	7.8	82	119				51	1.98	48.2
	1990	12	120							2.4	32	6	38	2.12		13.6		27	2.65	7.7	66	108				45	5.1	40.8
	1991	1	162							7.7	26	6	32	1.48		7.5		20	2.38	7.7	56	94		4	39.2	41	3.82	34.3
	1991	2	206							7.4	33	7	40	2.42		14.3		30	1.98	8	72	116				42	1.32	39.5
	1991	3	131							2.8	26	7	33	1.74	1.49	16.2		22	2.04	8	62	100		8	46.4	48	4.9	45.3
	1991	4	153							3	29	6	35	1.74		10.6		26	1.8	7.8	66	101				57	2.53	54.7
	1991	5	191							5.6	34	8	42	1.56	0.99	13.3		30	2.19	7.7	82	118		20	68	72	1.82	68.5
	1991	6	243							7.9	40	11	51	1.27		16.7		35	2.86	7.9	104	147				78	2.21	72.3
	1991	7	207							7.7	40	12	52	0.69	1.19	20.5		33	2.87	8.3	107	150		28	82.4	81	3.37	77.2
	1991	8	228							8.1	38	10	48	0.83		14.4		31	3.22	8.5	105	140				79	3.58	75.6
	1991	9	263							7.2	37	10	47	1.08		24.3		44	3.5	8.3	102	135		25	77	73	3.71	66.7
	1991	10	282							7	40	11	51	2.86	0.95	27.2		46	4.18	8.5	121	158		16	60.8	62	2.22	56.9
	1991	11	254							1.8	47	11	58	1.38		30.2		56	4.26	8.4	124	166				50	1.67	45.4
	1991	12	244							6.6	39	7	46	2.21		23		37	4.22	8	83	123				43	4.64	38.4
	1992	1	253							9.6	35	6	41	2.71	1.69	22.8		37	3.53	8	78	117		6	42.8	40	1.74	35.2
	1992	2	202							3.8	39	7	46	1.47	1.69	24.4		31	2.41	8.2	74	126		8	46.4	40	2.7	37.6
	1992	3	149							8.3	27	5	32	2.11	1.69	14.3		31	2.22	7.7	53	92		8	46.4	44	4.76	41.5
	1992	4	163							3.8	30	6	36	1.98		9.1		40	2.08	7.8	66	102				55	2.17	52.4
	1992	5	157							5.4	31	4	35	1.23	1.08			22	2.1	7.7	67	100		17	62.6	62	3.76	59.4
	1992	6	174							6.6	34	5	39	1.86		8.7		27	2.58	7.8	78	110		25	77	70	2.74	67.9
	1992	7	250							5.8	39	7	46	1.81	1.68	6.8		30	2.82	7.9	87	127		16	60.8	78	5.34	75.4
	1992	8	79							5	40	8	48	1.66		6.9		37	3.16	8.1	91	135		29.5	85.1	75	4.1	70.7
	1992	9	147							3.4	41	9	50	1.79		12		27	3.16	8	101	146		24	75.2	70	5.09	66.3
	1992	10	249							1.2	42	9	51	1.79		13.9		43	4.05	8.3	105	144				58	1.76	52.9
	1992	11	208							9.7	37	7	44	2.14	1.29	24.4		42	3.83	7.8	82	124		8	46.4	50	3.97	45.7
	1992	12	185							7.1	28	6	34	2.19		9.9		25	2.64	7.7	62	98				40	4.5	37.2
	1993	1	162							7.6	29	6	35	2.3	1.88	18		30	2.2	7.8	61	94		3	37.4	41	2.75	36.9
	1993	2	148							6.4	32	7	39	2.7		17		28	2	8.3	69	110				38	2.7	31.3
	1993	3	145							7.4	22	5	27	1.4	1.4575	6		21	2.2	7.8	47	78		6.2	43.2	41	7.45	39.1
