ID	Year	Mon	Res	solids	NTU	org/ml	MPN/100ml	MPN/100ml	LosR	Silica	Ca	Mg	Ca+Mg	NO3	NO3 (USGS)	Cl2	Na	SO4	K	pH	Alk	Hard	Nhard	C USGSTemp	F USGS	Temp	MD Precip inch/mon	MD Temp F
	1993	4	172							7.2	22	5	27	2	1.38	10		25	2.1	7.6	50	77		15	59	54	5.35	51.8
	1993	5	234							6.6	35	6	41	2.2		16		32	1.9	8.1	82	116		17.5	63.5	66	2.89	63.9
	1993	6	215							3.1	40	8	48	2.1	1.485	20		41	2.4	8	98	135		22.8	73	75	3.26	70.9
	1993	7	263							7.6	38	10	48	0.8	0.975	22		39	3.2	8	97	138		30.5	86.9	82	2.2	78.3
	1993	8	266							7.3	39	10	49	1.4	1.29	23		37	3	8.3	99	142		26	78.8	79	3.6	75.2
	1993	9	276							5.2	38	10	48	1.3	0.72	24		35	3	8.4	101	140		26.5	79.7	73	4.61	67.7
	1993	10	296							2.9	44	11	55	1.8		31		39	4.3	8.5	114	157		17.5	63.5	60	3.29	54.7
	1993	11	221							4.8	26	6	32	1.6	1.08	21		35	3.1	8.2	103	145		12.5	54.5	51	4.22	45.7
	1993	12	165							6.5	26	6	32	1.7		20		20	3	7.8	61	92		8	46.4	45	4.24	35
	1994	1	202							8.3	30	7	37	2.1		30		27	2.3	7.93	69	109		0.8	33.4	38	4.53	25.9
	1994	2	176							7.2	22	5	27	1.5	1.78	25		21	2.2	7.71	48	78		2	35.6	40	4.75	32.8
	1994	3	124							8.7	20	5	25	2	1.38	16		20	2	7.68	46	74		6.5	43.7	44	8.31	41.7
	1994	4	164							7.1	25	7	32	1.9	1.58	13		22	1.9	7.96	65	94		13.9	57	59	2.76	57.8
	1994	5	212							1.3	31	6	37	1.8	1.39	14		24	2.2	7.94	73	106		19.3	66.7	67	3.38	59.1
	1994	6	236							5.4	36	10	46	1	0.99	17		30	2.7	7.75	94	133		26	78.8	80	2.41	74.2
	1994	7	227							4.5	35	9	44	0.8	0.5	22		36	3.3	7.66	92	130		28.8	83.8	83	5.7	77.4
	1994	8	221							7.9	33	8	41	1.3	0.97	16		26	3.6	7.78	88	117		25.6	78.1	79	5.31	71.6
	1994	9	215							5.1	39	9	48	1.6	1.04	22		36	3.2	8.13	99	138		22.5	72.5	72	3.31	65.6
	1994	10	273							3.1	43	10	53	2		25		41	3.6	8.2	118	152		16.1	61	63	1.13	54.5
	1994	11	324							5.1	43	10	53	1.9		21		52	3.4	8.08	108	149		12.6	54.6	57	3.36	50
	1994	12	150							6	29	8	37	2		15		24	4.6	7.95	75	115		5	41	46	2.2	40.7
	1995	1	256							3.1	29	7	36	2.4	1.39	13		27	2.4	7.96	66	102		3.6	38.5	41	3.89	36.4
	1995	2	228							9.2	34	8	42	2.8		22		30	2.1	8.07	81	119		2.5	36.5	38	1.99	31.4
	1995	3	196							5.6	29	7	36	1.6		19		24	2.2	7.97	67	101		11.5	52.7	52	1.87	45.5
	1995	4	203							2	35	8	43	1.6	1.09	19		28	1.8	7.97	83	122		13.1	55.7	59	2.39	52.6
	1995	5	200							6	30	6	36	1.4	0.83	16		29	1.8	7.64	67	100		19.1	66.4	66	4.5	61.9
	1995	6	185							5.3	32	7	39	1.3	1.07	17		29	3.3	7.73	74	111		24	75.2	76	3.92	71.2
	1995	7	220							8.3	31	6	37	0.9		16		28	3.3	7.8	73	104		27.3	81.1	81	3.13	77.6
	1995	8	187							6.9	36	8	44	1.2		13		40	2.7	8.22	88	126		29	84.2	85	1.96	76.3
	1995	9	217							4.2	41	11	52	0.7		25		52	3.6	8.43	100	152		22.6	72.7	76	2.99	66.7
	1995	10	231							1.5	42	9	51	2.1		17		27	3.2	8.14	92	144		17.9	64.2	67	6.37	58.9
	1995	11	218							9	31	7	38	1.4		19		23	3.7	7.8	71	108		7.5	45.5	51	4.49	40.8
	1995	12	148							5.9	31	6	37	2.6		25		27	3.1	7.86	65	106		1	33.8	44	2.52	31.9
	1996	1	129							4.8	26	5	31	2.1	1.91	15.2	4.3	2.3	2.28	7.71	56	89		2.1		40	5.65	30.3
	1996	2	192							9.2	29	5	34	2.38	2.64	18.8	8.29	24.8	2.48	7.78	60	98				46	2.64	33.9
	1996	3	148							7.8	26	5	31	1.93	1.81	17.8		24.5	1.9	7.81	57	89				54	3.97	38.5
	1996	4	126							10.6	28	6	34	1.46	2.16	17		24.3	2.08	8.07	65	97				62	3.56	53.3
	1996	5	125							8.8	26	5	31	1.47	1.94	13.2	9.46	11.9	3.5	7.78	64	92				71	5.77	60.4
	1996	6	127							4.5	26	7	33	1.3	1.99	10.2	5	19.9	3	7.78	81	90		24	75.2	81	5.76	72.4
	1996	7	109							8.4	32	6	38		2.01				2.65	7.86	75	110				83	7.69	73.5
	1996	8	169							8.8	31	6	37	1.61	1.92	10.9		20.7	3.2	7.84	75	102		21.5	70.7	80	3.86	72.5
	1996	9	188							4.6	30	7	37		1.27		10.12		2.47	7.7	72	110		21.9	71.4	74	6.61	67.2
	1996	10	155							6.9	34	6	40	2.13	2.28	14.3		17.9	2.2	7.91	81	110				65	4.6	55.9
	1996	11	138							8.8	34	6	40		1.75		8.08		2	7.94	76	113				54	3.16	40.3
	1996	12	108							8.4	22	5	27		2.39				1.99	7.63	52	77				52	6.34	39.5
	1997	1	180							8.6	34	7	41				7.9		1.8	8.2	56	116				51	2.47	33.3
	1997	2	194							7.6	29	6	35						1.7	8.03	60	99				48	2.66	40
	1997	3	158							8.4	25	5	30			8.4	5.1	23	2	7.78	57	85		8.5	47.3	52	5.2	45
	1997	4	150							6.7	31	7	38		1.305	14.1	8.7	27.1	2.34	8.1	65	110		14.8	58.6	59	2.45	50.6
	1997	5	194							1.4	36	8	44		0.707	13.7	9.15	30.7	2.59	8.31	64	125		21.2	70.2	66	2.32	59.2
	1997	6	176							9.6	28	7	35		0.605	12	8.02	29.5	2.93	7.71	61	102		28.9	84	75	3.02	69.4
	1997	7	210							7.2	33	10	43		0.21	18.5	12.2	32.1	4.91	7.72	75	125		28.5	83.3	83	2.62	75.7
	1997	8	234							9.9	35	10	45		0.925	21.6	14.7	39.9	3.3	7.89	75	134		25.5	77.9	81	3.76	72.4
	1997	9	237							6.4	39	10	49	1.38	0.976	20.8	14	45.4	2.92	7.95	72	143		19.4	66.9	75	2.55	66.3
	1997	10	220							1.5	43	11	54			19.9	15.1	39.9	2.59	8.3	81	155		11	51.8	65	2.67	55.9
	1997	11	290							3.5	33	8	41	1.76	1.756	12.4	18.59	29.7	2.07	7.9	76	118		6.5	43.7	52	6.15	43.1
	1997	12	166							3.5	36	8	44			13.1	9.1	39.9	2.2	8.13	52	128		5	41	45	2.56	37.7
	1998	1	182							9.5	35	6	41	1.802	1.802	10.7	13.3	25	1.9	7.8	56	92		4.5	40.1	45	6.22	40.3
	1998	2	172							9.5	30	5	35			6.9	6.6	18.2	1.7	7.8	53	80		5.8	42.4	46	5.59	40.4
	1998	3	153							9.4	33	5	38	1.2		7.5	4.9	20.2	1.8	7.8	60	85		9.5	49.1	50	5.53	45
	1998	4	114							4.8	37	5	42	1	1	6.6	5.9	19	1.9	7.9	70	110		15.9	60.6	62	3.93	55.2
	1998	5	204							8.6	38	5	43	1.11	1.111	5.8	4.5	16.2	2.4	7.9	77	101		19.1	66.4	70	4.71	65.4
	1998	6	226							3.5	44	7	51	1.5	1.469	12.7	9.3	32.1	2.7	7.9	97	131		22.3	72.1	78	5.08	70.7
	1998	7	200							7	43	9	52	0.983	1.104		8.9		3.17	8.1	102	136		28.2	82.7	85	2.41	75.4
	1998	8	221							6.4	45	12	57	0.922	1.044	16.7	12.7	33.8	3.05	8.1	112	154		27.6	81.7	85	2.51	75.1
	1998	9	199							5	42	12	54	0.94	0.808	19.5	14.8	39.7	3.8	8.2	110	149		25.3	77.6	81	1.74	71.4
	1998	10	254							1.5	48	13	61	0.975		19.2	15	39.7	2.98	8.3	120	164		16.9	62.4	67	1.92	56.8
	1998	11	225							0.9	45	14	59	1.035	0.925	21.4	16.6	44.6	3.1	8.5	123	164		10.2	50.4	55	0.98	46.7
	1998	12	258							0.8	50	14	64	1.3	0.882	29.5	15.7		5.05	8.5	134	173		9.2	48.5	51	2.06	41.7
	1999	1	288	265	19		462	213		2.3	35	8	43	1.456	1.683	32.3	21.6	36.57	2.37	8.2	87	124		2	35.6	45	5.37	36
	1999	2	225	209	17		155	4		1.7	35	7	42	1.099	1.321	20.2	13.2	42.32	2.33	8.4	81	120		6.5	43.7	53	2.62	37.2
	1999	3	197	191	21		183	14		3.8	28	7	35	1.255	1.353	18.2	10.6	22.44	2.11	8.4	63	100		4	39.2	55	4.36	41
	1999	4	176	160	14	814	170	18		3.7	28	6	34	1.108	0.909	13.5	9.3	29.4		8.3	62	98		13	55.4	65	3.17	53.5
	1999	5	168	163	10	342	707	22		3.1	31	7	38	0.884	1.023					8	78	110		22	71.6	73	1.6	63.2
	1999	6	214	198	8	633	889	60		5.2	34	10	44	0.479	0.585				3.1	7.8	94	126		24.5	76.1	81	2.15	71
	1999	7	219	209	7	821	807	5		9.4	32	12	44	0.283					3.3	7.7	96	131		26.5	79.7	87	2.59	78.8
	1999	8	238	228	8	464	981	16		7.6	29	13	42	0.437					3.7	7.8	85	128		27.5	81.5	84	4.48	74.7
	1999	9	202	189	10	720	2521	70		5.6	31	9	40	1.103	1.079				4	7.8	83	114		26	78.8	76	10.45	67.1
	1999	10	191	183	9	350	1470	78		6.9	34	8	42	1.317	1.987				3.08	7.8	85	116		18	64.4	64	3.17	54.5
	1999	11	219	219	3	532	548	35		0.7	42	10	52	1.7		18.9	13.2	32.26	3	7.8	110	148		12	53.6	60	2	50.3
	1999	12	237	234	8		287	17		1	34	7	41	2.2					3	8	82	112		6.8	44.2	51	2.65	38.8
	2000	1	185	182	4		237	9		5.1	37	8	45	2.24		19.64		32.71		8.14	88	125		5	41	47	3.41	32.2
	2000	2	237	232	13		34	7		11.4	31	8	39	2		19.8		26		8.03	73	111		5.1	41.2	45	2.38	38.5
	2000	3	162	156	15		535	200		7.8	24	6	30	1.83		20.3	11	21.5	2.2	7.67	61	84		11.5	52.7	56	4.82	47.6
	2000	4	147	141	11	523	2868	133		5.4	24	5	29	1.63		14.6		20		7.06	54	82		13	55.4	62	4.24	52.5
	2000	5	130	128	5	619	1187	16		6.6	30	6	36	1.71		17.14		22.5		8.15	80	102		25	77	74	3.22	64.7
	2000	6	205	190	6	391	1632	81		9.2	30	6	36	1.78		16.98	9.6	26.32	3.1	7.43	80	101		25	77	78	4.56	72.2
	2000	7	227	223	5	350	1837	30		7.5	36	8	44	1.42		20.64		30.92		7.57	104	124		27.5	81.5	82	6.35	71.7
	2000	8	190	177	6	267	2075	37		7.9	33	7	40	1.38		19.23		41.7		6.98	89	110		26.5	79.7	81	4.22	72.3
	2000	9	224	221	6	120	3444	138		6.3	37	9	46	1.3		17.02		33.58		7.75	106	129		26	78.8	76	5.34	65.3
	2000	10	217	206	4	58	517	39		7.9	41	9	50	1.2		22		41		6.29	97	138				66	0.31	57.1
	2000	11	236	229	3	101	746	23		1.6	47	9	56	1.14		27.71		50.48		6.54	119	164				54	2.14	42.9
	2000	12	238	236	14	208	88	6		0.8	40	9	49	1.29		24.63		47.99		7.89	94	136				43	2.8	28.7
	2001	1	208	206	9	277	1869	323		4.2	36	9	45	2		24.6		40		7.7	92	126				40	3.19	31.9
	2001	2	147	148	12	455	3473	111		6.1	21	6	27	1.7	1.122876667	24.8		34.5		8	89	78				45	2.17	37.8
	2001	3	119	145	13	644	831	52		8.4	26	6	32	1.5	1.175395062	25.9	11.1	22.7	1.8	8.2	67	92				48	4.99	40
	2001	4	145	115	13	453	2245	182		5.7	25	5	30	1.6	1.284532258	15.8	10.7	23		7.8	66	83				58	2.15	54.4
	2001	5	193	134	10	565	3981	241		2.3	32	7	39	1.3	1.142145161	18	13.6	25.3		8.2	94	101				73	4.66	62.2
	2001	6	194	134	40	386	6783	439		8.6	27.1	6	33.1	1.4		16.2		30.1	1.9	7.9	79	93				79	4.75	72
	2001	7	151	172	9	606	5609	29		6.2	28	8	36	0.7		17.3		26		8	84	100				82	4.36	71.9
	2001	8	181	148	10	400	8210	78		6.2	30	8	38	0.7		10.9	 	39.3		7.8	60	104				82	4.35	75.7
	2001	9	199	197	9	120	6435	1306		4.2	32	13	45	0.5		24.4		44.3		7.9	95	133				76	2.78	65.2
	2001	10	262	260	4	140	1209	75		1.3	40	12	52	0.9		24.7		38.4		8.2	112	143				63	0.95	56.3
	2001	11	227	221	3	48	520	309		1	48	13	61	0.4		28.7		59		8.2	127	169				55	1.14	50.5
	2001	12	289	2688	3	135	267	42		1.8	51.8	13	64.8	1.2		31.5		55.7		8.2	125	183				51	1.94	42.2
	2002	1	305	297	3	104	158	18			51	13	64	1.7		29		53		8	125	181				45	2.3	38.6
	2002	2	260	257	3	304	98	15			46	11	57	1.7		39		55		7.8	106	181				45	0.56	39.6
	2002	3	143	139	4	421	2876	270			42	12	54	0.74		36		43		7.4	95	153				53	4.28	45.1
	2002	4	216	212	4	469	2631	278			35	7	42	0.96		17		32		7.4	62	118				65	3.71	56.3
	2002	5	147	143	5	464	6498	559			29	6	35	0.96		12		29		6.9	52	98				68	3.28	61.8
	2002	6	213	257	6	486	6583	54			69	8	77	1.08		14		31		7.5	78	122				82	2.76	72.8
	2002	7	228	219	4	496	6503	38			36	10	46	0.34		21		35		8	89	132				85	2.54	77.6
	2002	8	183	179	4	384	8887	36			38	9	47	0.45		20		64		8.4	79	130				86	2.88	76.8
	2002	9	179	249	4	384	2530	70			34	10	44	0.39		30		63		8.8	79	130				77	4.61	69.3
	2002	10	249	215	4	128	3316	275			44	8	52	2.6		28		64		8	90	140				66	6.42	55.9
	2002	11	184	175	4	107	5861	545			32	7	39	2.26		19		33		7.7	65	106				53	4.41	44.3
	2002	12	185	178	3	120	174	367			32	8	40	2.7		27		37		7.4	66	111				43	4.24	34
	2003	1	189	167	28	160	2616	344			33	9	42	3.04		28		28		7.8	71	118				38	2.43	28.1
	2003	2	226	222	22	216	2550	81			36	9	45	2.44		37		30		7.5	76	128				39	6.37	30.4
	2003	3	166	134	25	355	2081	166			24	6	30	1.89		25		20		7.5	50	84				46	4.01	44.2
	2003	4	165	150	8	603	2451	476			29	15	44	1.77		20	9.4	22	2.1	7.7	65	99				55	3.03	52.5
	2003	5	181	161	22	578	6595	479			28	12	40	1.54		15		18		7.5	63	97				61	6.79	59.5
	2003	6	154	149	35	712	8822	1276			27	20	47	1.43		12		18	2.7	7.3	64	94				66	6.72	69.3
	2003	7	171	171	7	407	11747	2491			37	9	46	1.79		20	7.9	24		7.4	86	132				75	5.6	75.3
	2003	8	234	226	5	374	18384	311			37	9	46	1.71		22		31		7.5	88	131				78	5.42	75.6
	2003	9	231	226	27	112	30703	2850			31	7	38	1.72		17		27		7.2	73	167				68	8.26	67.4
	2003	10	203	176	11	26	11569	3382			34	8	42	2.16		25	12	24	3.2	7.2	77	118				59	4.27	54.4
	2003	11	177	147	17	122	10249	3650			28	7	35	1.98		15		22		7	65	99				52	4.88	50.3
	2003	12	206	175	27	84	5499	1539			27	7	34	2.26		25		21		7.2	60	96				40	4.96	36.1
	2004	1	212	199	3	16	1037	29			36	8	44	2.82		26	19	27	2.3	7.3	75	104				34	2.3	27.8
	2004	2	180	152	10	169	4091	111			30	7	37	1.77		21		22		7.5	64	105				39	2.61	34
	2004	3	154	135	4	304	906	28			28	7	35	1.8		19		24		7.7	61	98				49	2.46	45.3
	2004	4	301	128	41	425	3743	601			25	6	31	1.71		18	9.8	19	1.8	7.8	57	91				54	5.54	54.1
	2004	5	200	159	37	457	6120	840			29	7	36	1.62		17		19		7.7	72	99				70	3.95	69
	2004	6	268	196	45	211	10596	238			31	7	38	2		18		23		7.7	77	107				74	4.5	70.6
	2004	7	239	226	9	201	6777	118			37	9	46	1.5		25	13	31		7.8	94	129				76	5.9	75
	2004	8	229	218	13	155	4838	197			37	9	46	1.7		22		29	3.3	7.9	92	128				79	5.58	73.2
	2004	9	293	141	65	90	4774	1510			31	8	39	1.5		15		25		7.8	78	108				73	5.39	68.5
	2004	10	228	221	13	48	1783	41			37	8	45	2.11		20	15	29		8.1	98	128				60	1.78	55.2
	2004	11	218	213	7	80	1200	53			37	8	45	1.81		19		33	3.3	8	88	125				53	4.45	48
	2004	12	194	162	14	80	382	1160			27	7	34	2.07		14		24		7.9	69	96				43	3.06	37.3
	2005	1	180	174	18	116	2669	168			30	7	37	1.88		13	12	28	2.5	7.8	67	102				44	3.93	33.5
	2005	2	187	174	5	104	2008	30			33	8	41	3		40		29		8	75	114				48	2.03	36.6
	2005	3	155	150	23	381	4382	185			28	7	35	1.9		27		26		8.3	67	98				60	4.61	39.1
	2005	4	197	190	28	636	1970	146			29	6	35	2.19		21	13	24	2.5	7.8	65	99				66	3.77	54.4
	2005	5	118	112	11	345	6160	33			34	8	42	1.68		21		26		7.9	84	116				79	3.71	58.2
	2005	6	222	220	10	371	11256	897			38	8	46	1.41		21		33	3.2	7.8	97	126				82	3.07	72.6
	2005	7	174	168	15	656	10395	39			33	8	41	2.1		20		24		7.8	90	114				84	5.53	77.4
	2005	8	232	227	6	622	5795	29			38	10	48	0.84		23	12	41		7.9	110	136				79	3.33	77
	2005	9	257	256	6	836	5738	137			39	12	51	0.86		27		47		7.9	118	145				66	0.66	70.9
	2005	10	250	242	9	314	4493	261			38	10	48	2.27		28		62	4.4	7.8	104	137				56	7.72	57.4
	2005	11	198	195	6	160	2492	92			41	8	49	1.73		20	19	41		7.9	105	140				47	3.21	48.3
	2005	12	190	183	13	154	10050	150			30	7	37	2.78		37		26		7.7	70	103				56	3.15	33.4
	2006	1	149	140	10	299	28	6			27	6	33	2.4		20	8.8	26	2.2	7.8	62	94				48	3.76	40.7
	2006	2	205	202	6	245	71	5			29	6	35	2.2		31		24		7.9	69	98				48	1.78	35.8
	2006	3	173	159	6	154	9	3			37	8	45	2.11		28		32		8.3	92	126				59	0.36	43.8
	2006	4	187	184	4	210	133	9			36	8	44	1.5		27	8.1	32	2.3	7.7	83	123				66	3.62	56.1
	2006	5	173	170	15	325	298	7			30	6	36	1.35		18		29		7.6	73	98				69	2.37	61.7
	2006	6	166	164	5	296	1905	382			33	7	40	0.77		20		35		7.4	81	111				78	9.17	71.2
	2006	7	200	196	3	336	426	12			39	7	46	1.58		18	13	30	3	8	100	127				82	4.02	77.4
	2006	8	225	216	3	349	503	9			38	11	49	0.89		25		38		7.8	109	140				84	1.2	76.6
	2006	9	224	222	3	333	381	13			39	9	48	1.46		24		36		8.1	105	138				73	7.46	65
	2006	10	171	166	3	200	2018	89			41	10	51	1.35		24	15	38	3.8	8.1	105	143				64	5.32	54.5
	2006	11	198	185	13	192	179	10			30	7	37	1.82		17		25		7.7	71	104				54	5.08	48.9
	2006	12	188	185	4	96	548	17			37	8	45	2.26		22		27		7.9	99	125				59	2.04	42.6
	2007	1	194	187	13	232	4093	184			31	7	38	2.26		21	14	23	2.1	7.9	77	109				45	3.1	38.3
	2007	2	227	222	17	197	5999	41			37	4	41	2.29		50		29		8.2	92	132				39	2.62	27.9
	2007	3	162	141	26	200	3697	138			24	7	31	1.84		23		21		7.4	62	88				50	3.97	44.4
	2007	4	195	181	46	208	4266	326			28	6	34	1.65		19	9.3	22	2	7.7	70	96				55	4.6	50.7
	2007	5	186	173	5	156	3205	15			36	9	45	1.81		24		30		7.9	97	126				69	1.24	64.3
	2007	6	219	212	4	184	323	75			37	10	47	1.02		24		33		7.9	105	134				79	2.89	72.4
	2007	7	257	246	2	201	8915	6			36	12	48	0.43		26	23	40	2.9	8.2	106	140				81	2.77	75.1
	2007	8	229	226	4	299	8838	32			39	12	51	0.43		28		51		8.2	100	145				80	4.2	76
	2007	9	226	226	2	224	3337	30			36	12	48	0.42		25		40		8.4	97	137				76	1.33	69.4
	2007	10	244	243	2	138	4678	92			38	14	52	0.42		31		53	4.3	8.3	109	152				68	4.66	62.5
	2007	11	237	237	1	128	441	24			48	11	59	1.14		29	20	49		8.2	121	166				54	1.94	44.9
	2007	12	226	222	18	363	2189	365			43	10	53	1.99		34		34		9	90	146				44	4.3	37.7
	2008	1	186	182	9	245	2144	73			35	8	43	2.15		30		32	2.5	8.1	78	120				53		
	2008	2	306	236	10	229	3356	56			29	7	36	2.43		33	18	27		7.9	64	100				54		
	2008	3	272	209	65	262	4023	296			30	6	36	2.06		26		25		7.9	66	100				58		
	2008	4	153	146	32	260	4081	715			28	7	35	1.46		22		22	2.9	7.8	71	105				64		
	2008	5	258	194	31	595	25530	1570			29	6	35	1.53		15	14	23		7.6	67	90				66		
	2008	6	223	212	11	390	12449	242			38	7	45	1.97		21		31		7.9	97	125				78		
	2008	7	188	192	9	437	3919	22			42	10	52	1.22		25		40	3.2	8.1	90	147				81		
	2008	8	201	155	3	494	4311	47			33	13	46	0.57		25		46		8.6	105	139				78		
	2008	9	155	155	4	440	4450	51			37	11	48	1		29		44		8.4	95	136				76		
	2008	10	301	298	3	320	1037	36			41	12	53	0.91		27	19	44	4.1	8.5	102	150				66		
	2008	11	247	256	1	216	280	27			49	12	61	1.25		34		52		8.3	119	171				57		
	2008	12	226	224	13	224	7194	260			35	9	44	1.83		27		37		7.8	78	121				50		
	2009	1	165	165	9	213	282	19			33	7	40	2.24		24		35		7.7	71	113				45		
	2009	2	140	140	4	304	6	1			36	9	45	1.87		43		34		8.3	77	125				46		
	2009	3	211	211	10	336	56	1			38	9	47	1.48		41		38	2.2	8.2	88	131				52		
	2009	4	130	130	16	308	446	5			27	6	33	1.29		29		28		7.7	63	92				59		
	2009	5	150	153	19	357	4813	251			30	6	36	1.48		21		24		7.6	65	99				67		
	2009	6	142	156	14	448	2590	47			30	8	38	1.56		20		25		7.7	72	105				74		
	2009	7	203	204	4	747	653	4			36	11	47	1.09		28		37	3	8	94	135				79		
	2009	8	209	209	6	618	739	8			37	11	48	1.1		29		36	3	8	97	137				81		
	2009	9	235	235	4	469	4329	13			36	12	48	0.75		32		42		8.5	95	137				74		
	2009	10	266	268	8	600	1557	76			37	12	49	1.14		34		42	5.3	8.1	87	140				63		
	2009	11	197	201	6	294	122	7			39	8	47	1.86		29		29		7.8	85	127				59		
	2009	12	501	190	15	245	4835	32			28	7	35	1.88		30		23		7.8	62	96				50		
	2010	1	171	159	20	240	37	4			33	7	40	2.5		43	14	25		7.8	67	114				45		
	2010	2	52	50	7	264	11	2			35	8	43	2.2		56	29	27		7.8	72	119				46		
	2010	3	142	133	17	464	2106	114			28	6	34	1.7		26	14	25		7.7	61	95				54		
	2010	4	185	180	8	588	1171	50			34	8	42	1.7		27	14	26		8	83	117				65		
	2010	5	186	181	8	843	4817	14			35	8	43	1.5		28	14	26		7.9	86	120				73		
	2010	6	194	193	8	813	3452	13			37	10	47	1.2		25	20	34		8.1	88	123				82		
	2010	7	228	219	9	940	2806	5			32	12	44	0.5		33	20	46		8.2	84	120				83		
	2010	8	208	204	10	460	5745	102			30	9	39	0.4		34	20	39		8.3	81	110				81		
	2010	9	200	200	7	424	685	12			29	13	42			36	24	50		8.1	89	125				77		
	2010	10	239	236	9	501	475	10			40	8	48	1.7		32	20	38		8.1	92	122				67		
	2010	11	217	217	4	240	311	6			45	9	54	1.4		38	22	45		8.3	108	149				59		
	2010	12	220	215	11	400	2524	62			38	6	44	2.4		28	16	29		8	84	120				50		
	2011	1	307	306	4	184	17	2			52	9	61	2.2		41	25	42	3.5	8.5	107	162				47		
	2011	2	283	258	11	357	313	2			45	6	51	2.1		60	36	32		8	74	114				52		
	2011	3	183	181	40	364	69	5			36	5	41	1.8		31	16	25		7.5	53	85				57		
	2011	4	162	116	29	616	1737	262			38	6	44	1.4		18	16	21	2	7.6	61	97				61		
	2011	5	149	137	21	628	3189	38			48	9	57	1.5		17	12	23		7.7	71	108				68		
	2011	6	286	272	11	1112	3960	9			48	9	57	1.4		25	10	37		7.9	101	144				78		
	2011	7	252	234	12	1412	6733	5			48	12	60	0.9		27	17	40	3.2	7.8	99	147				84		
	2011	8	275	271	17	1132	6606	14			42	6	48	0.6		23	22	49		8.1	98	152				81		
	2011	9	176	175	26	824	1781	42			43	5	48	1.6		33	20	28		7.7	75	111				73		
	2011	10	196	184	20	216	1781	43			40	5	45	2		23	18	21	3.8	7.7	77	110				69		
	2011	11	138	136	20	181	714	25			38	6	44	1.9		25	19	27		7.7	76	110				61		
	2011	12	171	171	21	372	719	21			34	5	39	2		17	15	23		7.7	67	96				51		
	2012	1																										
	2012	2																										
	2012	3																										
	2012	4																										
	2012	5																										
	2012	6																										
	2012	7																										
	2012	8																										
	2012	9																										
	2012	10																										
	2012	11																										
	2012	12																										
